cutoff,instance,sense,new_objective,old_objective,outcome,new_exit_code,old_exit_code,new_wall_seconds,old_wall_seconds
300,ball_mk4_05.lp,,,,neither feasible,0,0,300.007786,300.011845
300,ball_mk4_10.lp,,,,neither feasible,0,0,300.060047,300.052383
300,ball_mk4_15.lp,,,,neither feasible,0,0,300.029175,300.018985
300,chimera_k64ising-01.lp,max,18.0,12.1,new win,0,0,300.217727,300.387422
300,chimera_k64maxcut-01.lp,max,17.9,13.8,new win,0,0,300.183133,300.127537
300,chimera_k64maxcut-02.lp,max,17.0,15.7,new win,0,0,300.205162,300.122867
300,chimera_lga-01.lp,max,135.7,129.3,new win,0,0,300.030139,300.366193
300,chimera_lga-02.lp,max,127.6,126.0,new win,0,0,300.026052,300.103891
300,chimera_mgw-c16-2031-01.lp,max,2002.0,2001.0,new win,0,0,300.215086,301.637569
300,chimera_mgw-c16-2031-02.lp,max,2002.0,2001.0,new win,0,0,300.201578,300.124851
300,chimera_mgw-c8-439-onc8-001.lp,max,405.0,405.0,tie,0,0,300.129466,300.413232
300,chimera_mgw-c8-439-onc8-002.lp,max,396.0,396.0,tie,0,0,300.077882,300.4008
300,chimera_mgw-c8-507-onc8-01.lp,max,493.0,493.0,tie,0,0,300.104713,300.377825
300,chimera_mgw-c8-507-onc8-02.lp,max,495.0,495.0,tie,0,0,300.082141,300.145844
300,chimera_mis-01.lp,max,386.2,383.8,new win,0,0,300.393925,300.429481
300,chimera_mis-02.lp,max,396.0,395.2,new win,0,0,300.40006,301.812677
300,chimera_rfr-01.lp,max,1191.3,1187.9,new win,0,0,300.492619,300.71094
300,chimera_rfr-02.lp,max,1163.1,1162.7,new win,0,0,300.0909,300.086676
300,chimera_selby-c16-01.lp,max,728.2,723.4,new win,0,0,300.303729,300.38367
300,chimera_selby-c16-02.lp,max,718.1,718.9,new loss,0,0,300.465572,300.318045
300,chimera_selby-c8-onc8-01.lp,max,176.1,177.3,new loss,0,0,300.114228,300.05837
300,chimera_selby-c8-onc8-02.lp,max,167.8,167.6,new win,0,0,300.084785,300.061456
300,crossdock_15x8.lp,min,16192.0,16192.0,tie,0,0,300.026389,300.024348
300,graphpart_2g-0044-1601.lp,min,-919798.0,-919798.0,tie,0,0,300.011693,300.013542
300,graphpart_2g-0055-0062.lp,min,-1389815.0,-1389815.0,tie,0,0,300.011195,300.012796
300,graphpart_2g-0066-0066.lp,min,-2809020.0,-2809020.0,tie,0,0,300.013599,300.015027
300,graphpart_2g-0077-0077.lp,min,-3215899.0,-3215899.0,tie,0,0,300.018701,300.02485
300,graphpart_2g-0088-0088.lp,min,-5935341.0,-5935341.0,tie,0,0,300.024958,300.027172
300,graphpart_2g-0099-9211.lp,min,-5070020.0,-5070020.0,tie,0,0,300.021177,300.018488
300,graphpart_2g-1010-0824.lp,min,-6983053.0,-6983053.0,tie,0,0,300.060494,300.021737
300,graphpart_2pm-0044-0044.lp,min,-10.0,-10.0,tie,0,0,300.018155,300.013339
300,graphpart_2pm-0055-0055.lp,min,-20.0,-20.0,tie,0,0,300.013814,300.017768
300,graphpart_2pm-0066-0066.lp,min,-29.0,-29.0,tie,0,0,300.015129,300.026811
300,graphpart_2pm-0077-0777.lp,min,-38.0,-38.0,tie,0,0,300.012704,300.017171
300,graphpart_2pm-0088-0888.lp,min,-54.0,-54.0,tie,0,0,300.040879,300.014157
300,graphpart_2pm-0099-0999.lp,min,-63.0,-63.0,tie,0,0,300.032366,300.048944
300,graphpart_3g-0234-0234.lp,min,-1952753.0,-1952753.0,tie,0,0,300.008632,300.022053
300,graphpart_3g-0244-0244.lp,min,-2725383.0,-2725383.0,tie,0,0,300.02197,300.013832
300,graphpart_3g-0333-0333.lp,min,-1882389.0,-1882389.0,tie,0,0,300.018087,300.022772
300,graphpart_3g-0334-0334.lp,min,-3410696.0,-3410696.0,tie,0,0,300.027677,300.029631
300,graphpart_3g-0344-0344.lp,min,-5083378.0,-5083378.0,tie,0,0,300.022748,300.036582
300,graphpart_3g-0444-0444.lp,min,-7603756.0,-7603756.0,tie,0,0,300.058593,300.016957
300,graphpart_3pm-0234-0234.lp,min,-20.0,-20.0,tie,0,0,300.015558,300.012373
300,graphpart_3pm-0244-0244.lp,min,-28.0,-28.0,tie,0,0,300.02057,300.019875
300,graphpart_3pm-0333-0333.lp,min,-26.0,-26.0,tie,0,0,300.025493,300.022726
300,graphpart_3pm-0334-0334.lp,min,-36.0,-36.0,tie,0,0,300.015837,300.014872
300,graphpart_3pm-0344-0344.lp,min,-48.0,-48.0,tie,0,0,300.024967,300.014775
300,nvs03.lp,min,64.0,64.0,tie,0,0,300.007377,300.007816
300,nvs10.lp,min,-310.8,-310.8,tie,0,0,300.008557,300.006937
300,nvs11.lp,min,-431.0,-431.0,tie,0,0,300.019097,300.005683
300,nvs12.lp,min,-481.2,-481.2,tie,0,0,300.011558,300.00721
300,nvs13.lp,min,-585.2,-585.2,tie,0,0,300.011862,300.01387
300,nvs15.lp,min,1.0,1.0,tie,0,0,300.009027,300.008722
300,nvs17.lp,min,-1100.4,-1100.4,tie,0,0,300.024751,300.021944
300,nvs18.lp,min,-778.4,-778.4,tie,0,0,300.011675,300.015402
300,nvs19.lp,min,-1098.4,-1098.4,tie,0,0,300.012223,300.016851
300,nvs23.lp,min,-1125.2,-1125.2,tie,0,0,300.015818,300.017704
300,nvs24.lp,min,-1033.2,-1033.2,tie,0,0,300.018232,300.01763
300,pb302035.lp,min,3818368.0,3818368.0,tie,0,0,306.315707,310.547535
300,pb302055.lp,min,3966094.0,3966094.0,tie,0,0,310.111173,309.261633
300,pb302075.lp,min,4191764.0,4191764.0,tie,0,0,311.719709,310.312351
300,pb351535.lp,min,5115148.0,5115148.0,tie,0,0,302.253101,302.961431
300,pb351555.lp,min,4888133.0,4888133.0,tie,0,0,308.822385,307.505953
300,pb351575.lp,min,6553485.0,6553485.0,tie,0,0,307.350025,307.520119
300,prob02.lp,min,128255.0,128255.0,tie,0,0,300.02071,300.014272
300,prob03.lp,min,10.0,10.0,tie,0,0,300.010834,300.007029
300,QPLIB_0067.lp,min,-94446.0,-94446.0,tie,0,0,300.100333,300.056784
300,QPLIB_0633.lp,min,82.048035,82.048035,tie,0,0,300.028026,300.046835
300,QPLIB_0752.lp,max,24071.0,24071.0,tie,0,0,300.208515,300.342113
300,QPLIB_10040.lp,min,0.0,0.0,tie,0,0,300.116523,300.206092
300,QPLIB_10041.lp,min,0.0,0.0,tie,0,0,300.457047,300.324088
300,QPLIB_10042.lp,min,-20.881926,-20.881926,tie,0,0,300.429028,300.683119
300,QPLIB_10043.lp,min,0.0,0.0,tie,0,0,300.807491,300.171716
300,QPLIB_10044.lp,min,-7.868867,-7.868867,tie,0,0,300.773601,301.04054
300,QPLIB_10045.lp,min,0.0,0.0,tie,0,0,300.817738,300.336785
300,QPLIB_10046.lp,min,-0.7127,-0.7127,tie,0,0,300.699546,300.300104
300,QPLIB_10047.lp,min,0.0,0.0,tie,0,0,300.365597,301.038835
300,QPLIB_10048.lp,min,-13.562674,-13.562674,tie,0,0,300.973001,300.400335
300,QPLIB_10049.lp,min,0.0,0.0,tie,0,0,300.74547,300.209138
300,QPLIB_10050.lp,min,-25.697662,-25.697662,tie,0,0,300.812077,300.313028
300,QPLIB_10051.lp,min,0.0,0.0,tie,0,0,300.109234,301.247672
300,QPLIB_10052.lp,min,-11.810576,-11.810576,tie,0,0,300.839617,301.428372
300,QPLIB_10053.lp,min,0.0,0.0,tie,0,0,301.128686,300.225138
300,QPLIB_10054.lp,min,-10.197064,-10.197064,tie,0,0,300.645237,300.101168
300,QPLIB_10055.lp,min,-1.258548,-1.258548,tie,0,0,301.598541,301.955814
300,QPLIB_10056.lp,min,-33.856789,-33.856789,tie,0,0,301.733178,301.635697
300,QPLIB_10057.lp,min,0.0,0.0,tie,0,0,300.974956,301.437203
300,QPLIB_10058.lp,min,-3.566526,-3.566526,tie,0,0,302.568898,302.07905
300,QPLIB_10059.lp,min,0.0,0.0,tie,0,0,300.362909,300.575165
300,QPLIB_10060.lp,min,0.0,0.0,tie,0,0,301.480029,301.741994
300,QPLIB_10061.lp,min,-23.952233,-23.952233,tie,0,0,302.457523,300.14232
300,QPLIB_10062.lp,min,0.0,0.0,tie,0,0,301.566295,301.34965
300,QPLIB_10063.lp,min,-42.515972,-42.515972,tie,0,0,300.703508,301.938858
300,QPLIB_10064.lp,min,0.0,0.0,tie,0,0,300.429618,300.320672
300,QPLIB_10065.lp,min,-29.822421,-29.822421,tie,0,0,301.14262,300.228919
300,QPLIB_10066.lp,min,-32.979886,-32.979886,tie,0,0,302.205168,302.189415
300,QPLIB_10067.lp,min,-31.568701,-31.568701,tie,0,0,301.771214,302.13978
300,QPLIB_10068.lp,min,-31.639697,-31.639697,tie,0,0,302.368623,301.452684
300,QPLIB_10069.lp,min,0.0,0.0,tie,0,0,300.363882,300.788528
300,QPLIB_10070.lp,min,-25.288869,-25.288869,tie,0,0,300.640142,301.555265
300,QPLIB_10071.lp,min,0.0,0.0,tie,0,0,300.785959,300.250571
300,QPLIB_10072.lp,min,0.0,0.0,tie,0,0,300.092824,300.193075
300,QPLIB_10073.lp,min,0.0,0.0,tie,0,0,300.039053,300.085856
300,QPLIB_10074.lp,min,0.0,0.0,tie,0,0,300.174968,300.226713
300,QPLIB_1976.lp,min,-9594.0,-9594.0,tie,0,0,300.0217,300.039469
300,QPLIB_2017.lp,min,-22984.0,-22984.0,tie,0,0,300.078736,300.060734
300,QPLIB_2022.lp,min,-22603.5,-22603.5,tie,0,0,300.094112,300.031152
300,QPLIB_2029.lp,min,-34704.0,-34704.0,tie,0,0,300.115593,300.137331
300,QPLIB_2036.lp,min,-30660.0,-30660.0,tie,0,0,300.204871,300.131807
300,QPLIB_2047.lp,min,1182604.5,1182604.5,tie,0,0,300.648862,300.631396
300,QPLIB_2055.lp,min,3389110.0,3389110.0,tie,0,0,301.065836,300.101805
300,QPLIB_2060.lp,min,2603368.0,2603368.0,tie,0,0,300.253681,301.122949
300,QPLIB_2067.lp,min,3418550.0,3418550.0,tie,0,0,300.576955,300.6683
300,QPLIB_2073.lp,min,7677910.0,7677910.0,tie,0,0,300.221097,300.590141
300,QPLIB_2077.lp,min,2388577.5,2388577.5,tie,0,0,300.43094,300.179851
300,QPLIB_2085.lp,min,7248640.0,7248640.0,tie,0,0,300.767593,301.350407
300,QPLIB_2087.lp,min,3312579.0,3312579.0,tie,0,0,301.239995,302.063214
300,QPLIB_2096.lp,min,7122976.0,7122976.0,tie,0,0,301.528961,301.450285
300,QPLIB_2315.lp,min,-29352.0,-29352.0,tie,0,0,300.895603,300.589905
300,QPLIB_2357.lp,min,-647.0,-647.0,tie,0,0,300.138217,300.128507
300,QPLIB_2359.lp,min,-638.0,-638.0,tie,0,0,300.152346,300.076018
300,QPLIB_2492.lp,min,2742.0,2742.0,tie,0,0,300.258831,300.676338
300,QPLIB_2512.lp,min,135028.0,135028.0,tie,0,0,300.217647,300.199739
300,QPLIB_2733.lp,min,5446.0,5446.0,tie,0,0,301.41241,302.024126
300,QPLIB_2880.lp,min,1204498.0,1204498.0,tie,0,0,302.149249,305.992224
300,QPLIB_2957.lp,min,3666.0,3666.0,tie,0,0,302.356668,300.795746
300,QPLIB_3307.lp,min,1266.0,1266.0,tie,0,0,300.139491,300.532245
300,QPLIB_3347.lp,min,3944920.0,3944920.0,tie,0,0,304.220721,305.391505
300,QPLIB_3361.lp,min,112990.0,112990.0,tie,0,0,301.050829,303.076101
300,QPLIB_3380.lp,min,,,neither feasible,0,0,300.388227,300.887912
300,QPLIB_3402.lp,min,224416.0,224416.0,tie,0,0,300.259817,300.329325
300,QPLIB_3413.lp,min,2404.0,2404.0,tie,0,0,300.291939,300.208363
300,QPLIB_3506.lp,max,478.0,478.0,tie,0,0,300.107139,300.113072
300,QPLIB_3562.lp,min,15.6,15.6,tie,0,0,300.014268,300.018338
300,QPLIB_3565.lp,max,282.0,282.0,tie,0,0,300.014636,300.094554
300,QPLIB_3584.lp,min,-22989.0,-22989.0,tie,0,0,300.525387,300.277519
300,QPLIB_3587.lp,min,16725.0,16725.0,tie,0,0,300.033331,300.031021
300,QPLIB_3614.lp,min,14409.0,14409.0,tie,0,0,300.017581,300.020172
300,QPLIB_3642.lp,max,1032.0,1032.0,tie,0,0,300.216768,300.317982
300,QPLIB_3650.lp,max,920.0,920.0,tie,0,0,300.053029,300.126687
300,QPLIB_3693.lp,max,1152.0,1150.0,new win,0,0,300.24975,300.045656
300,QPLIB_3703.lp,min,390346.0,390346.0,tie,0,0,300.406303,300.127463
300,QPLIB_3705.lp,max,384.0,384.0,tie,0,0,300.039154,300.074637
300,QPLIB_3706.lp,max,682.0,682.0,tie,0,0,300.067286,300.140005
300,QPLIB_3709.lp,min,9113892.0,9113892.0,tie,0,0,300.731031,300.780728
300,QPLIB_3714.lp,min,1183.0,1183.0,tie,0,0,300.100321,300.224511
300,QPLIB_3738.lp,max,422.0,422.0,tie,0,0,300.113456,300.125112
300,QPLIB_3745.lp,max,334.0,334.0,tie,0,0,300.077767,300.062721
300,QPLIB_3750.lp,min,6348.0,6348.0,tie,0,0,300.526797,300.114503
300,QPLIB_3751.lp,min,2312.0,2312.0,tie,0,0,300.199966,300.116841
300,QPLIB_3752.lp,min,-1217.0,-1217.0,tie,0,0,300.115722,300.18461
300,QPLIB_3757.lp,min,-511.0,-511.0,tie,0,0,300.113215,300.148872
300,QPLIB_3762.lp,min,-270.0,-270.0,tie,0,0,300.042926,300.062537
300,QPLIB_3772.lp,min,-938.0,-938.0,tie,0,0,300.219404,300.166244
300,QPLIB_3775.lp,min,3990.0,3990.0,tie,0,0,300.203085,300.17353
300,QPLIB_3780.lp,min,100.9,100.9,tie,0,0,300.050417,300.026246
300,QPLIB_3803.lp,min,-6982.0,-6982.0,tie,0,0,300.123809,300.128246
300,QPLIB_3815.lp,min,-65.0,-65.0,tie,0,0,300.039882,300.036026
300,QPLIB_3822.lp,max,850.0,850.0,tie,0,0,300.163317,300.134126
300,QPLIB_3832.lp,max,552.0,552.0,tie,0,0,300.13686,300.131714
300,QPLIB_3834.lp,min,3854.936186,3854.936186,tie,0,0,300.06791,300.016412
300,QPLIB_3838.lp,max,744.0,744.0,tie,0,0,300.10768,300.091716
300,QPLIB_3841.lp,min,-1817.0,-1817.0,tie,0,0,300.2794,300.429125
300,QPLIB_3850.lp,max,1196.0,1196.0,tie,0,0,300.24161,300.154538
300,QPLIB_3852.lp,max,234.0,234.0,tie,0,0,300.023607,300.075538
300,QPLIB_3860.lp,min,-20161.0,-20161.0,tie,0,0,300.124738,300.660327
300,QPLIB_3865.lp,min,6553485.0,6553485.0,tie,0,0,302.377972,301.008812
300,QPLIB_3877.lp,max,600.0,602.0,new loss,0,0,300.162211,300.046611
300,QPLIB_3883.lp,min,-765.0,-765.0,tie,0,0,300.227529,300.151562
300,QPLIB_3913.lp,min,43.7,43.7,tie,0,0,303.675793,303.324434
300,QPLIB_3923.lp,min,91.325,91.325,tie,0,0,300.043698,300.044971
300,QPLIB_3931.lp,min,113.3365,113.3365,tie,0,0,300.0583,300.163144
300,QPLIB_3980.lp,min,10.65,10.65,tie,0,0,300.271856,300.489866
300,QPLIB_5721.lp,max,8222134.0,8182279.0,new win,0,0,301.820615,304.303494
300,QPLIB_5725.lp,max,33380887.0,33380887.0,tie,0,0,300.090444,300.142322
300,QPLIB_5755.lp,max,24673183.0,24601541.0,new win,0,0,300.052934,300.011767
300,QPLIB_5875.lp,max,43757.0,43757.0,tie,0,0,301.285873,302.081871
300,QPLIB_5881.lp,max,13067.0,13067.0,tie,0,0,300.173595,300.091347
300,QPLIB_5882.lp,max,25388.0,25388.0,tie,0,0,300.537045,301.257511
300,QPLIB_5909.lp,max,35726.0,35726.0,tie,0,0,300.208687,300.114735
300,QPLIB_5922.lp,max,128339.0,128339.0,tie,0,0,300.064888,301.18138
300,QPLIB_5935.lp,max,3222.0,3162.0,new win,0,0,300.334199,300.71776
300,QPLIB_5944.lp,max,1326.0,1326.0,tie,0,0,300.634654,300.442863
300,QPLIB_5962.lp,max,3532.0,3532.0,tie,0,0,300.612896,302.501006
300,QPLIB_5971.lp,max,1325.0,1325.0,tie,0,0,302.658079,303.340211
300,QPLIB_5980.lp,max,673.0,673.0,tie,0,0,306.478183,302.815389
300,QPLIB_6324.lp,min,2618.0,2618.0,tie,0,0,301.723456,302.257126
300,QPLIB_6487.lp,min,344592.0,344592.0,tie,0,0,304.301988,302.788512
300,QPLIB_6597.lp,min,6491721.0,6491721.0,tie,0,0,313.302071,305.632484
300,QPLIB_6647.lp,min,2.0,2.0,tie,0,0,300.303616,300.780504
300,QPLIB_6757.lp,min,147.0,147.0,tie,0,0,307.593522,304.154049
300,QPLIB_6764.lp,min,197.0,197.0,tie,0,0,304.042242,301.682198
300,QPLIB_6799.lp,min,165.0,165.0,tie,0,0,305.680053,305.3323
300,QPLIB_6941.lp,min,193.0,193.0,tie,0,0,300.66988,308.094395
300,QPLIB_7127.lp,min,0.0,0.0,tie,0,0,301.857573,301.199026
300,QPLIB_7139.lp,min,621.0,621.0,tie,0,0,300.078632,300.108551
300,QPLIB_7144.lp,min,813.0,813.0,tie,0,0,300.107889,300.183393
300,QPLIB_7149.lp,min,959.0,959.0,tie,0,0,300.280303,300.217336
300,QPLIB_7154.lp,min,1159.0,1159.0,tie,0,0,300.345661,300.322035
300,QPLIB_7159.lp,min,1378.0,1378.0,tie,0,0,300.313627,300.269403
300,QPLIB_7164.lp,min,1577.0,1577.0,tie,0,0,300.315976,300.508453
300,QPLIB_9030.lp,min,526240.0,526240.0,tie,0,0,303.405172,302.766713
300,QPLIB_9048.lp,min,-1.165682,-1.165682,tie,0,0,301.100405,300.082637
300,st_miqp1.lp,min,281.0,281.0,tie,0,0,300.010056,300.008805
300,st_miqp2.lp,min,2.0,2.0,tie,0,0,300.014538,300.010668
300,st_miqp3.lp,min,-6.0,-6.0,tie,0,0,300.011975,300.006276
300,st_test1.lp,min,0.0,0.0,tie,0,0,300.009826,300.007849
300,st_test2.lp,min,-9.25,-9.25,tie,0,0,300.015263,300.013656
300,st_test3.lp,min,-7.0,-7.0,tie,0,0,300.010962,300.008344
300,st_test4.lp,min,-7.0,-7.0,tie,0,0,300.018203,300.013167
300,st_test5.lp,min,-110.0,-110.0,tie,0,0,300.04784,300.009839
300,st_test6.lp,min,471.0,471.0,tie,0,0,300.010998,300.007357
300,st_test8.lp,min,-29605.0,-29605.0,tie,0,0,300.012502,300.016011
300,st_testgr1.lp,min,-12.4929,-12.4929,tie,0,0,300.019135,300.018883
300,st_testgr3.lp,min,-19.4915,-19.4915,tie,0,0,300.044991,300.019085
300,st_testph4.lp,min,-80.5,-80.5,tie,0,0,300.008315,300.010696
