instance,family,is_chimera,is_qubo_cache_active,sense,baseline_status,mode15_status,mode16_status,baseline_obj,mode15_obj,mode16_obj,mode16_vs_baseline,mode16_vs_mode15,pair_attempt,pair_checked,pair_executed,pair_improved_best,pair_best_seen,pair_time_spent,cache_mismatch16,mode15_cache_mismatch
QPLIB_10072.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,0.0,0.0,0.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_10073.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,0.0,0.0,0.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_10074.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,0.0,0.0,0.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_1976.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-9594.0,-9594.0,-9594.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2017.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-22984.0,-22984.0,-22984.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2022.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-22603.5,-22603.5,-22603.5,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2029.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-34576.0,-34704.0,-34576.0,tie,loss,0,0,0,0,0.0,0.0,0,0
QPLIB_2036.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-30660.0,-30660.0,-30660.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2047.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,1182604.5,1182604.5,1182604.5,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2055.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,3389110.0,3389110.0,3389110.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2060.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2603368.0,2603368.0,2603368.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2067.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,3418550.0,3418550.0,3418550.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2073.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,7677910.0,7677910.0,7677910.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2077.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2388577.5,2388577.5,2388577.5,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2085.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,7248640.0,7248640.0,7248640.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2087.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,3312579.0,3312579.0,3312579.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2096.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,7122976.0,7122976.0,7122976.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2315.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-29352.0,-29352.0,-29352.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2357.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-647.0,-647.0,-647.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2359.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-638.0,-638.0,-638.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2492.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2742.0,2742.0,2742.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2512.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,135028.0,135028.0,135028.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2733.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,5446.0,5446.0,5446.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2880.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,1204498.0,1204498.0,1204498.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_2957.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,3666.0,3666.0,3666.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3307.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,1266.0,1266.0,1266.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3347.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,3941807.0,3944920.0,3944920.0,loss,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3361.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,113360.0,115570.0,113360.0,tie,win,0,0,0,0,0.0,0.0,0,0
QPLIB_3380.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2147483647.0,2147483647.0,2147483647.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3402.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,224416.0,229092.0,224416.0,tie,win,0,0,0,0,0.0,0.0,0,0
QPLIB_3413.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2404.0,2404.0,2404.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3506.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,478.0,478.0,478.0,tie,tie,163211,152167504,18015,25,2.0,76.156,0,0
QPLIB_3562.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,15.6,15.6,15.6,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3565.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,282.0,282.0,282.0,tie,tie,317890,159402110,29382,11,2.0,68.7318,0,0
QPLIB_3584.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-22989.0,-22989.0,-22989.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3587.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,16725.0,16725.0,16725.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3614.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,14409.0,14409.0,14409.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3642.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,1032.0,1032.0,1032.0,tie,tie,85286,170178435,9506,47,2.0,78.3838,0,0
QPLIB_3650.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,920.0,920.0,920.0,tie,tie,86012,156582835,8000,53,2.0,79.3505,0,0
QPLIB_3693.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,1150.0,1150.0,1152.0,win,win,72064,157069813,7520,63,2.0,77.9452,0,0
QPLIB_3703.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,390346.0,390346.0,390346.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3705.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,384.0,384.0,384.0,tie,tie,242184,170124295,31196,18,2.0,71.0359,0,0
QPLIB_3706.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,682.0,682.0,680.0,loss,loss,133280,178596425,16174,35,2.0,76.2495,0,0
QPLIB_3709.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,9113892.0,9113892.0,9113892.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3714.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,1183.0,1183.0,1183.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3738.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,422.0,422.0,422.0,tie,tie,187322,152231038,20084,16,2.0,75.3403,0,0
QPLIB_3745.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,334.0,334.0,334.0,tie,tie,247390,147653369,30891,12,2.0,69.2409,0,0
QPLIB_3750.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,6348.0,6348.0,6348.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3751.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2312.0,2312.0,2312.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3752.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-1217.0,-1217.0,-1217.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3757.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-511.0,-511.0,-511.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3762.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-270.0,-270.0,-270.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3772.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-938.0,-938.0,-938.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3775.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,3990.0,3990.0,3990.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3780.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,100.9,100.9,100.9,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3803.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-6982.0,-6982.0,-6982.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3815.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-65.0,-65.0,-65.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3822.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,850.0,850.0,848.0,loss,loss,108154,178681994,13109,54,2.0,75.9039,0,0
QPLIB_3832.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,552.0,554.0,554.0,win,tie,165726,175761426,20499,31,2.0,74.9023,0,0
QPLIB_3834.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,3854.936186,3854.936186,3854.936186,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3838.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,744.0,744.0,744.0,tie,tie,120838,180234900,15144,29,2.0,76.2728,0,0
QPLIB_3841.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-1817.0,-1817.0,-1817.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3850.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,1196.0,1196.0,1196.0,tie,tie,71219,168870735,8428,66,2.0,78.4119,0,0
QPLIB_3852.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,234.0,234.0,234.0,tie,tie,356418,147456206,28643,9,2.0,67.1423,0,0
QPLIB_3860.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-20161.0,-20161.0,-20161.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3865.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,6553485.0,6553485.0,6553485.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3877.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,602.0,600.0,600.0,loss,tie,144299,172565223,17097,35,2.0,76.6981,0,0
QPLIB_3883.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-765.0,-765.0,-765.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3913.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,43.7,43.7,43.7,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3923.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,91.325,91.325,91.325,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3931.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,113.3365,113.3365,113.3365,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_3980.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,10.65,10.65,10.65,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_5721.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,8186714.0,8207422.0,8236174.0,win,win,2033,1919922,84,5,85509.0,225.119,0,0
QPLIB_5725.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,33380887.0,33380887.0,33380887.0,tie,tie,119223,117931334,43898,12,290748.0,57.6384,0,0
QPLIB_5755.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,24609708.0,24673183.0,24555824.0,loss,loss,137044,105946418,64066,17,243158.0,50.6458,0,0
QPLIB_5875.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,43757.0,43757.0,43757.0,tie,tie,9625,142435103,1482,0,88.0,69.3125,0,0
QPLIB_5881.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,13067.0,13067.0,13067.0,tie,tie,83173,161020264,12871,0,88.0,80.4776,0,0
QPLIB_5882.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,25388.0,25388.0,25388.0,tie,tie,20441,165498687,3414,0,92.0,70.9039,0,0
QPLIB_5909.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,35726.0,35726.0,35726.0,tie,tie,44387,127440720,13123,3,156.0,79.0527,0,0
QPLIB_5922.lp,QPLIB,0,1,max,FEASIBLE,FEASIBLE,FEASIBLE,128339.0,128339.0,128339.0,tie,tie,10920,130318369,5393,5,174.0,78.7061,0,0
QPLIB_5935.lp,QPLIB,0,0,max,FEASIBLE,FEASIBLE,FEASIBLE,3222.0,3222.0,3222.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_5944.lp,QPLIB,0,0,max,FEASIBLE,FEASIBLE,FEASIBLE,1326.0,1326.0,1326.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_5962.lp,QPLIB,0,0,max,FEASIBLE,FEASIBLE,FEASIBLE,3532.0,3532.0,3532.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_5971.lp,QPLIB,0,0,max,FEASIBLE,FEASIBLE,FEASIBLE,1325.0,1325.0,1325.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_5980.lp,QPLIB,0,0,max,FEASIBLE,FEASIBLE,FEASIBLE,673.0,673.0,673.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_6324.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2618.0,2618.0,2618.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_6487.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,344592.0,344592.0,344592.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_6597.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,6491721.0,6491721.0,6491721.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_6647.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2.0,2.0,2.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_6757.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,147.0,147.0,147.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_6764.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,197.0,197.0,197.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_6799.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,165.0,165.0,165.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_6941.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,193.0,193.0,193.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_7127.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,0.0,0.0,0.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_7139.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,621.0,621.0,621.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_7144.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,813.0,813.0,813.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_7149.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,959.0,959.0,959.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_7154.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,1159.0,1159.0,1159.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_7159.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,1378.0,1378.0,1378.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_7164.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,1577.0,1577.0,1577.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_9030.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,526240.0,526240.0,526240.0,tie,tie,0,0,0,0,0.0,0.0,0,0
QPLIB_9048.lp,QPLIB,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-1.165682,-1.165682,-1.165682,tie,tie,0,0,0,0,0.0,0.0,0,0
st_miqp1.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,281.0,281.0,281.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_miqp2.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,2.0,2.0,2.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_miqp3.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-6.0,-6.0,-6.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_test1.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,0.0,0.0,0.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_test2.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-9.25,-9.25,-9.25,tie,tie,0,0,0,0,0.0,0.0,0,0
st_test3.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-7.0,-7.0,-7.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_test4.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-7.0,-7.0,-7.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_test5.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-110.0,-110.0,-110.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_test6.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,471.0,471.0,471.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_test8.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-29605.0,-29605.0,-29605.0,tie,tie,0,0,0,0,0.0,0.0,0,0
st_testgr1.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-12.4929,-12.4929,-12.4929,tie,tie,0,0,0,0,0.0,0.0,0,0
st_testgr3.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-19.4915,-19.4915,-19.4915,tie,tie,0,0,0,0,0.0,0.0,0,0
st_testph4.lp,st,0,0,min,FEASIBLE,FEASIBLE,FEASIBLE,-80.5,-80.5,-80.5,tie,tie,0,0,0,0,0.0,0.0,0,0
